,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,review_scores_rating,number_of_reviews,minimum_nights,maximum_nights,instant_bookable,cluster_id,is_luxury,is_bathroom_shared,amenity_count,description_sentiment,neighborhood_overview_sentiment,listing_views_ltm,conversion_rate_ltm,average_lead_time,average_booking_duration,is_training_sample,price
354,rental_unit,Entire home/apt,2,1.0,1.0,,37.9681,23.70901,,,1.0,1,1,4.92,128,2,1125,1,4,0,0,15,0.375,,109,0.14678899082568808,62.5,7.375,1,95.0
355,rental_unit,Entire home/apt,2,1.0,0.0,2.0,37.96632,23.73108,within an hour,1.0,1.0,1,1,5.0,1,1,89,0,19,0,0,25,0.0,,81,0.0,,,1,60.0
356,condo,Entire home/apt,2,1.0,1.0,1.0,37.98118,23.73686,within an hour,1.0,1.0,0,1,4.33,135,1,7,1,12,0,0,31,0.3280423280423281,0.3333333333333333,86,0.1511627906976744,50.15384615384615,7.6923076923076925,1,60.0
357,rental_unit,Entire home/apt,4,1.0,1.0,,37.9635,23.72947,within an hour,1.0,1.0,1,1,5.0,5,2,28,1,19,0,0,47,0.03461538461538462,0.24404761904761907,80,0.0,,,1,120.0
358,rental_unit,Entire home/apt,6,2.0,2.0,3.0,37.98093,23.74924,within an hour,1.0,1.0,1,1,4.93,54,1,1125,1,-1,0,0,18,0.12583333333333332,,92,0.06521739130434782,48.166666666666664,7.166666666666667,1,295.0
359,home,Entire home/apt,6,2.0,1.0,2.0,37.9917,23.75778,within an hour,1.0,0.99,0,1,4.81,162,1,1125,0,-1,0,0,59,0.19047619047619047,0.2111111111111111,110,0.21818181818181817,59.791666666666664,5.541666666666667,1,230.0
360,rental_unit,Entire home/apt,8,4.0,4.0,6.0,37.97983,23.75434,within a few hours,1.0,0.88,1,1,4.89,18,4,1125,0,1,0,0,44,0.465079365079365,0.22291666666666665,106,0.018867924528301886,70.5,10.0,1,415.0
361,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.98579,23.72082,within an hour,1.0,1.0,1,1,4.97,159,3,730,1,11,0,0,44,0.31277777777777777,0.5208333333333334,118,0.2627118644067797,80.80645161290323,7.032258064516129,1,80.0
362,rental_unit,Entire home/apt,5,1.0,2.0,4.0,37.96739,23.72498,within an hour,1.0,0.99,0,1,4.78,106,1,1125,1,19,0,0,35,0.0,0.38933333333333336,113,0.23893805309734514,72.51851851851852,6.481481481481482,1,225.0
363,rental_unit,Entire home/apt,2,1.0,0.0,1.0,37.97713851928711,23.74039077758789,within an hour,1.0,1.0,0,1,4.61,36,1,1125,1,12,0,0,29,0.5,,71,0.014084507042253521,118.0,3.0,1,150.0
364,rental_unit,Entire home/apt,6,1.0,2.0,4.0,37.97429,23.71573,within an hour,0.83,1.0,0,1,4.5,4,2,1125,1,5,0,0,17,0.18,,77,0.0,,,1,215.0
365,rental_unit,Entire home/apt,2,1.0,0.0,1.0,37.96279,23.73306,within an hour,1.0,0.99,1,1,4.91,410,1,1125,1,-1,0,0,31,0.5037037037037037,0.3111111111111111,123,0.3333333333333333,65.70731707317073,7.0,1,65.0
366,rental_unit,Entire home/apt,9,1.0,2.0,5.0,37.96926,23.72525,within an hour,1.0,0.99,1,1,4.75,8,2,365,1,19,0,0,26,0.09137291280148425,,79,0.0,,,1,405.0
367,rental_unit,Entire home/apt,4,1.0,1.0,,37.97094,23.74425,within a day,1.0,1.0,1,1,4.76,62,2,1125,1,3,0,0,35,0.2993777056277056,0.3958333333333333,97,0.10309278350515463,36.2,8.7,1,180.0
368,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.97971,23.74316,within an hour,1.0,1.0,0,1,4.64,39,3,1125,1,10,0,0,32,0.38,0.09055272108843539,72,0.0,,,1,175.0
369,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.9672,23.72898,within an hour,1.0,1.0,1,1,4.96,126,2,59,1,19,0,0,29,0.2141233766233766,0.3464876033057851,91,0.054945054945054944,80.8,4.4,1,170.0
370,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.96745,23.7442,,,,0,1,5.0,1,3,1125,0,3,0,0,14,0.06875,,85,0.0,,,1,260.0
371,rental_unit,Entire home/apt,6,1.0,1.0,2.0,37.97967,23.72984,within an hour,1.0,1.0,1,1,4.91,65,1,28,1,21,0,0,34,0.19326599326599328,0.04047619047619048,95,0.15789473684210525,70.4,5.466666666666667,1,320.0
372,rental_unit,Entire home/apt,6,1.0,1.0,2.0,37.9794,23.72975,within an hour,1.0,1.0,1,1,4.93,60,1,28,1,21,0,0,16,0.19326599326599328,0.04047619047619048,86,0.05813953488372093,94.6,7.2,1,315.0
373,rental_unit,Private room,4,1.0,1.0,2.0,37.96414,23.72502,within an hour,1.0,0.92,0,1,4.7,40,1,5,0,19,0,1,22,0.09375,,75,0.013333333333333334,256.0,1.0,1,180.0
374,rental_unit,Entire home/apt,4,2.0,1.0,2.0,37.97745,23.72908,within an hour,1.0,1.0,0,1,4.77,153,2,1125,0,21,0,0,35,0.11706349206349205,,101,0.25742574257425743,84.46153846153847,6.5,1,225.0
375,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.99197,23.75422,within an hour,1.0,1.0,1,1,5.0,2,2,60,1,-1,0,0,42,,-0.11666666666666665,78,0.01282051282051282,258.0,4.0,1,80.0
376,rental_unit,Entire home/apt,6,2.0,3.0,4.0,37.96868,23.7266,within an hour,1.0,1.0,1,1,4.73,155,1,1125,1,19,0,0,47,0.36207482993197276,0.24621693121693122,96,0.10416666666666667,58.1,5.1,1,270.0
377,condo,Entire home/apt,2,1.0,1.0,2.0,37.97053,23.74349,within an hour,1.0,1.0,1,1,4.96,184,3,1125,0,3,0,0,27,0.2130952380952381,0.4666666666666667,120,0.25,73.53333333333333,6.466666666666667,1,95.0
378,rental_unit,Private room,1,2.0,1.0,1.0,37.99532,23.74803,,,,0,1,5.0,1,20,1125,0,-1,0,1,13,0.12037037037037039,0.13428030303030303,66,0.0,,,1,45.0
379,condo,Entire home/apt,6,1.0,2.0,2.0,37.99607,23.73184,,,1.0,0,1,1.0,1,2,1125,1,17,0,0,11,0.17,0.16666666666666666,90,0.011111111111111112,90.0,5.0,1,20.0
380,rental_unit,Entire home/apt,4,1.0,2.0,3.0,37.98371887207031,23.71880531311035,within an hour,1.0,0.98,1,1,4.81,102,2,1125,0,18,0,0,43,0.31136363636363634,0.2523809523809524,86,0.11627906976744186,47.6,7.3,1,105.0
381,rental_unit,Entire home/apt,5,1.0,2.0,2.0,37.99111,23.71241,,,0.0,0,1,5.0,7,3,1125,0,-1,0,0,41,-0.05,,82,0.0,,,1,175.0
382,condo,Entire home/apt,3,1.0,1.0,2.0,37.98121,23.72504,within an hour,1.0,1.0,0,1,4.85,13,1,365,1,21,0,0,31,0.22938988095238094,0.14444444444444446,71,0.0,,,1,155.0
383,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.97231,23.73249,,,1.0,0,1,5.0,6,2,60,1,19,0,0,31,0.15274725274725276,-0.075,74,0.013513513513513514,14.0,5.0,1,125.0
384,condo,Entire home/apt,2,1.0,0.0,1.0,38.00121,23.7311,within an hour,0.9,1.0,1,1,4.88,48,2,1125,0,-1,0,0,26,0.4674107142857143,0.4616666666666666,116,0.11206896551724138,66.15384615384616,6.230769230769231,1,45.0
385,other,Private room,2,1.0,0.0,1.0,37.97722,23.7211,,,1.0,,1,,0,1,1125,1,21,0,0,16,0.3666666666666667,0.2215909090909091,86,0.0,,,1,55.0
386,other,Private room,2,1.0,,,37.97885,23.72154,,,1.0,,1,,0,1,1125,1,21,0,1,16,0.13125,0.2215909090909091,78,0.0,,,1,70.0
387,other,Private room,3,1.0,0.0,1.0,37.97824,23.72599,,,1.0,,1,4.67,3,1,1125,1,21,0,0,15,0.40119047619047615,0.25375000000000003,68,0.0,,,1,160.0
388,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.99897,23.725,within an hour,0.98,0.98,0,1,4.5,2,2,1125,1,-1,0,0,13,0.0,,94,0.0,,,1,85.0
389,rental_unit,Entire home/apt,5,1.0,2.0,3.0,37.964359,23.723793,within an hour,1.0,1.0,,1,4.94,66,3,59,0,19,0,0,34,0.05767045454545455,0.20481601731601734,84,0.07142857142857142,40.166666666666664,6.0,1,235.0
390,rental_unit,Entire home/apt,5,3.0,2.0,2.0,37.97629,23.72302,within an hour,0.93,1.0,1,1,4.91,224,2,30,0,21,0,0,21,0.0,0.0,124,0.31451612903225806,72.28205128205128,6.923076923076923,1,305.0
391,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.96984,23.74168,within an hour,1.0,1.0,1,0,4.92,25,1,1125,1,3,0,0,46,0.18571428571428572,,82,0.0,,,1,245.0
392,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.9887,23.72849,within an hour,1.0,0.87,1,1,4.85,20,3,1125,0,14,0,0,43,0.09444444444444444,0.16071428571428573,89,0.011235955056179775,51.0,13.0,1,100.0
393,condo,Entire home/apt,2,1.0,1.0,1.0,37.996341705322266,23.749879837036133,within an hour,1.0,1.0,0,1,4.81,32,2,60,1,-1,0,0,39,0.06666666666666667,0.10714285714285714,92,0.021739130434782608,45.0,7.0,1,55.0
394,rental_unit,Entire home/apt,6,1.5,3.0,3.0,37.98099,23.73941,within an hour,1.0,1.0,1,1,5.0,17,30,1125,1,12,0,0,35,0.2152777777777778,,77,0.06493506493506493,98.0,5.4,1,470.0
395,hotel,Private room,2,1.0,1.0,,37.97789,23.72129,within an hour,1.0,1.0,1,1,,0,1,1125,1,21,1,0,14,0.40138888888888885,,95,0.0,,,1,55.0
396,other,Entire home/apt,4,2.5,2.0,2.0,37.96661,23.73541,within an hour,0.8,1.0,1,1,4.94,18,2,1125,0,9,0,0,60,0.21428571428571427,,77,0.03896103896103896,80.0,9.666666666666666,1,215.0
397,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.96491,23.73342,within an hour,1.0,1.0,1,1,4.94,93,1,1125,0,9,0,0,53,0.19333333333333336,0.209375,96,0.1875,35.611111111111114,7.444444444444445,1,100.0
398,rental_unit,Entire home/apt,5,1.0,2.0,4.0,37.99223,23.72889,within an hour,1.0,1.0,1,1,4.83,29,2,59,1,16,0,0,26,0.35,,81,0.024691358024691357,98.5,1.5,1,120.0
399,condo,Entire home/apt,2,1.0,1.0,1.0,38.00519,23.73665,within a few hours,1.0,1.0,1,1,4.97,77,20,1125,0,6,0,0,49,,0.1388888888888889,88,0.045454545454545456,109.25,4.5,1,60.0
400,rental_unit,Entire home/apt,3,1.0,2.0,2.0,37.98687,23.72034,within an hour,1.0,0.8,0,1,5.0,10,2,365,0,11,0,0,33,0.46666666666666673,0.2375,80,0.0375,83.0,4.333333333333333,1,85.0
401,rental_unit,Entire home/apt,4,1.0,1.0,3.0,37.977291,23.725708,within an hour,1.0,1.0,1,1,4.66,65,1,1125,1,21,0,0,28,0.26742424242424245,0.06974789915966387,99,0.04040404040404041,35.75,9.0,1,235.0
402,condo,Entire home/apt,6,2.0,2.0,4.0,37.96252,23.72439,within an hour,1.0,1.0,1,1,4.91,35,1,1125,1,19,0,0,53,0.315,0.3329861111111111,100,0.1,36.7,7.0,1,185.0
403,rental_unit,Entire home/apt,5,1.5,2.0,2.0,37.97466,23.73043,,,,0,1,,0,2,1125,1,21,0,0,10,0.25,,88,0.0,,,1,280.0
404,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.982933,23.73596,within a day,1.0,1.0,0,1,4.97,30,1,1125,1,12,0,0,42,0.3244047619047619,,79,0.0,,,1,140.0
405,rental_unit,Entire home/apt,2,1.0,0.0,1.0,37.977795,23.728117,within an hour,0.95,1.0,0,1,4.73,40,1,1125,1,21,0,0,51,0.3954545454545455,0.17286470143612997,67,0.04477611940298507,28.666666666666668,8.666666666666666,1,110.0
406,other,Entire home/apt,5,1.0,2.0,3.0,37.98732,23.76129,within an hour,1.0,0.7,0,1,3.67,12,3,365,0,0,0,0,34,0.9055555555555556,0.13,101,0.0,,,1,160.0
407,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.97677612304688,23.73008155822754,within a day,1.0,1.0,0,1,5.0,1,1,1125,1,21,0,0,35,0.27678571428571425,,94,0.010638297872340425,63.0,14.0,1,245.0
408,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.96403,23.7383,within an hour,1.0,0.99,1,1,4.93,14,7,180,1,-1,0,0,34,0.0,0.29317349317349317,75,0.013333333333333334,42.0,7.0,1,230.0
409,condo,Entire home/apt,2,1.0,0.0,1.0,37.977898,23.728519,within an hour,1.0,0.67,0,1,5.0,2,2,365,0,21,0,0,31,0.20333333333333337,0.17291666666666664,90,0.0,,,1,110.0
410,rental_unit,Entire home/apt,4,1.0,1.0,3.0,37.95695,23.72526,within an hour,1.0,0.99,,1,4.88,24,1,360,0,15,0,0,51,0.3783333333333333,0.27,82,0.036585365853658534,74.33333333333333,5.0,1,140.0
411,rental_unit,Entire home/apt,2,1.0,1.0,2.0,37.983765,23.715429,,,1.0,0,1,4.53,86,1,1125,0,18,0,0,69,0.2994318181818182,,80,0.0,,,1,90.0
412,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9887,23.72642,within an hour,0.93,1.0,0,1,,0,1,1125,1,14,0,0,11,0.0,,71,0.0,,,1,50.0
413,condo,Entire home/apt,2,1.0,1.0,1.0,37.991928,23.772047,,,0.89,1,1,4.92,12,2,350,0,-1,0,0,39,0.15625000000000003,0.08666666666666666,85,0.023529411764705882,51.5,6.5,1,85.0
414,condo,Entire home/apt,2,1.0,1.0,2.0,37.97551,23.73206,within an hour,1.0,1.0,0,1,4.82,288,1,30,1,21,0,0,31,0.6333333333333334,,120,0.24166666666666667,54.827586206896555,7.0344827586206895,1,125.0
415,condo,Entire home/apt,2,1.5,0.0,1.0,37.98611,23.73667,within an hour,0.98,1.0,,1,4.39,162,1,730,1,-1,0,0,24,0.321031746031746,0.21747835497835502,95,0.18947368421052632,44.22222222222222,6.888888888888889,1,65.0
416,condo,Entire home/apt,5,1.0,2.0,4.0,37.97093,23.73209,within an hour,1.0,1.0,1,1,4.93,152,2,1125,1,19,0,0,47,0.1154761904761905,0.1465909090909091,97,0.25773195876288657,64.08,5.04,1,315.0
417,rental_unit,Entire home/apt,4,1.0,1.0,2.0,38.00169,23.73465,within an hour,1.0,1.0,0,1,4.67,12,1,1125,1,6,0,0,45,0.3170454545454546,0.21904761904761902,70,0.014285714285714285,4.0,14.0,1,105.0
418,condo,Entire home/apt,4,1.5,2.0,3.0,37.97644,23.7406,within an hour,1.0,1.0,0,1,4.22,9,1,1125,1,12,0,0,23,0.07916666666666666,0.2759740259740259,82,0.012195121951219513,97.0,10.0,1,300.0
419,condo,Entire home/apt,4,1.0,1.0,2.0,37.95795,23.73247,within an hour,1.0,1.0,1,1,4.95,20,7,1125,0,-1,0,0,34,0.20000000000000004,0.28396258503401367,86,0.046511627906976744,92.75,6.0,1,155.0
420,rental_unit,Entire home/apt,2,1.0,0.0,1.0,37.99273,23.71601,a few days or more,0.0,0.0,0,1,5.0,9,2,1125,0,-1,0,0,14,0.3071428571428571,,91,0.0,,,1,50.0
421,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.99368,23.72242,within an hour,1.0,0.98,0,1,4.55,73,1,1125,1,-1,0,0,18,-0.1,,99,0.10101010101010101,61.8,7.7,1,50.0
422,home,Entire home/apt,4,1.0,1.0,,37.95495,23.72035,within an hour,1.0,1.0,1,1,4.92,12,2,1125,0,-1,0,0,43,0.2942807192807193,0.10172558922558922,65,0.0,,,1,165.0
423,rental_unit,Entire home/apt,8,1.0,2.0,0.0,37.99217,23.75769,,,,0,1,,0,3,365,0,-1,0,0,7,0.310218253968254,0.14404761904761904,85,0.0,,,1,310.0
424,rental_unit,Entire home/apt,2,1.0,1.0,2.0,37.977524,23.729153,within an hour,1.0,1.0,1,1,4.75,152,1,60,0,21,0,0,49,0.2505994005994006,0.07407407407407408,92,0.05434782608695652,95.6,5.2,1,115.0
425,condo,Private room,2,1.0,1.0,1.0,37.977871,23.726896,within an hour,1.0,1.0,0,1,4.42,104,2,59,1,21,0,0,27,0.3816964285714286,0.1462121212121212,107,0.18691588785046728,60.0,7.75,1,110.0
426,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.96858,23.73029,within a few hours,1.0,1.0,1,1,4.87,127,5,30,0,19,0,0,42,0.36858974358974367,0.30597222222222226,94,0.1702127659574468,89.0625,6.25,1,80.0
427,condo,Private room,2,1.0,1.0,1.0,37.977871,23.726896,within an hour,1.0,1.0,0,1,4.57,114,1,59,1,21,0,0,21,0.3816964285714286,0.1462121212121212,102,0.27450980392156865,58.17857142857143,7.857142857142857,1,110.0
428,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.97215,23.73104,within an hour,1.0,0.99,0,1,4.82,110,1,1125,1,19,0,0,38,0.3287878787878788,0.25,106,0.11320754716981132,49.333333333333336,5.583333333333333,1,230.0
429,condo,Entire home/apt,8,1.5,2.0,2.0,37.99133,23.72054,within an hour,1.0,1.0,0,1,4.87,31,2,730,0,-1,0,0,36,0.3952380952380953,,84,0.07142857142857142,74.16666666666667,7.333333333333333,1,150.0
430,rental_unit,Entire home/apt,6,1.0,2.0,3.0,37.967049,23.73131,within an hour,1.0,1.0,1,1,4.86,212,2,1125,1,19,0,0,47,0.1,0.13703703703703707,134,0.2835820895522388,82.97368421052632,6.526315789473684,1,250.0
431,rental_unit,Entire home/apt,3,1.0,1.0,2.0,38.00198,23.735046,within an hour,1.0,1.0,0,1,4.8,105,2,60,0,6,0,0,41,0.084375,0.25,92,0.18478260869565216,63.588235294117645,6.705882352941177,1,80.0
432,hotel,Private room,4,1.0,1.0,2.0,37.96756,23.72458,within an hour,1.0,0.74,1,1,,0,1,1125,1,19,0,0,18,0.27166666666666667,,109,0.0,,,1,210.0
433,condo,Entire home/apt,3,1.0,1.0,1.0,37.977234,23.730198,within an hour,1.0,1.0,1,1,4.85,182,2,365,1,21,0,0,28,0.15833333333333333,0.34500000000000003,117,0.21367521367521367,87.72,7.36,1,180.0
434,rental_unit,Entire home/apt,2,1.0,6.0,1.0,37.971527099609375,23.73163414001465,within an hour,1.0,1.0,1,1,5.0,1,1,1125,1,19,0,0,21,0.2285714285714286,,81,0.0,,,1,105.0
435,condo,Entire home/apt,2,1.0,1.0,1.0,37.97585,23.73147,within an hour,1.0,0.68,0,1,4.78,72,1,1125,1,21,0,0,16,0.35259740259740263,0.15688463583200427,73,0.0,,,1,120.0
436,rental_unit,Entire home/apt,5,1.0,2.0,2.0,38.016297,23.726741,within an hour,1.0,1.0,1,1,4.97,58,1,50,1,-1,0,0,54,0.19583333333333333,,94,0.06382978723404255,73.16666666666667,9.166666666666666,1,145.0
437,condo,Entire home/apt,3,1.0,1.0,1.0,37.96815,23.72872,within an hour,0.99,0.99,0,1,4.58,38,2,100,1,19,0,0,49,0.22777777777777775,,68,0.07352941176470588,66.4,8.4,1,140.0
438,condo,Entire home/apt,2,1.0,1.0,1.0,37.97822,23.72279,within an hour,0.99,0.99,0,1,4.52,42,2,100,1,21,0,0,42,0.07857142857142858,,98,0.10204081632653061,45.9,7.0,1,50.0
439,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.95984,23.72373,within an hour,1.0,1.0,1,1,4.87,225,1,30,1,-1,0,0,37,0.09924242424242423,0.3693181818181818,133,0.3609022556390977,68.33333333333333,7.916666666666667,1,95.0
440,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.96054,23.72516,within an hour,1.0,1.0,1,1,4.88,201,1,30,1,19,0,0,34,0.17393939393939392,0.3693181818181818,113,0.23893805309734514,68.37037037037037,6.851851851851852,1,90.0
441,rental_unit,Entire home/apt,3,1.0,1.0,1.0,38.002644,23.736389,within an hour,1.0,0.99,0,1,4.95,19,1,1125,1,6,0,0,36,0.06571428571428573,0.40750000000000003,86,0.023255813953488372,47.5,5.5,1,85.0
442,condo,Entire home/apt,3,1.0,0.0,2.0,37.9798,23.73035,within an hour,1.0,1.0,1,1,4.67,6,1,89,0,21,0,0,28,0.0,,70,0.0,,,1,150.0
443,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.98822,23.72083,within an hour,1.0,0.97,1,1,4.94,157,4,8,0,11,0,0,44,0.23888888888888887,-0.2,99,0.2222222222222222,91.9090909090909,6.090909090909091,1,35.0
444,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.99445,23.75838,within an hour,1.0,1.0,1,1,5.0,70,3,1125,1,-1,0,0,41,0.0595959595959596,0.084375,95,0.11578947368421053,57.81818181818182,7.7272727272727275,1,120.0
445,other,Entire home/apt,2,1.0,0.0,1.0,37.96629,23.72589,within an hour,1.0,1.0,1,1,4.71,76,2,59,1,19,0,0,31,0.24285714285714285,0.051158645276292325,87,0.04597701149425287,54.0,3.75,1,85.0
446,other,Entire home/apt,6,3.0,3.0,3.0,37.955196,23.729719,within an hour,1.0,1.0,0,1,4.81,37,1,1125,1,-1,1,0,55,0.3694805194805194,,105,0.0380952380952381,117.0,6.0,1,240.0
447,other,Entire home/apt,4,1.0,0.0,2.0,37.9959,23.74076,within an hour,0.9,1.0,0,1,4.58,26,1,1125,1,-1,0,0,30,-0.2,,96,0.03125,95.66666666666667,8.333333333333334,1,175.0
448,condo,Entire home/apt,6,1.0,2.0,2.0,37.95992,23.72567,within a few hours,0.92,0.98,0,1,4.69,16,2,60,1,19,0,0,44,0.1975589225589226,0.26666666666666666,73,0.0,,,1,175.0
449,rental_unit,Entire home/apt,2,1.0,1.0,,37.96777,23.729748,within an hour,1.0,1.0,1,1,4.84,161,1,1125,1,19,0,0,25,,,107,0.2803738317757009,63.53333333333333,7.433333333333334,1,80.0
450,rental_unit,Entire home/apt,5,1.0,1.0,4.0,37.957,23.72819,within an hour,1.0,1.0,1,1,4.94,100,2,100,1,15,0,0,36,0.4746428571428572,0.26,100,0.19,75.57894736842105,7.157894736842105,1,180.0
451,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.97897,23.74153,within an hour,1.0,1.0,0,1,4.52,25,3,365,1,12,0,0,18,0.41428571428571426,,95,0.031578947368421054,54.333333333333336,10.333333333333334,1,170.0
452,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.996178,23.723846,within an hour,1.0,1.0,1,1,4.68,80,1,1125,1,-1,0,0,30,0.205,0.20833333333333331,91,0.18681318681318682,60.1764705882353,5.117647058823529,1,105.0
453,rental_unit,Entire home/apt,5,1.0,2.0,3.0,37.968384,23.729532,within an hour,1.0,0.99,0,1,4.87,93,2,1125,1,19,0,0,32,0.35357142857142854,0.3099862258953168,98,0.09183673469387756,54.111111111111114,3.0,1,205.0
454,condo,Entire home/apt,5,1.0,3.0,3.0,37.99049,23.72222,within an hour,1.0,1.0,1,1,4.8,46,1,365,1,11,0,0,50,0.5,0.025,104,0.1346153846153846,70.64285714285714,7.071428571428571,1,140.0
455,rental_unit,Entire home/apt,3,1.5,1.0,,37.98855,23.72926,,,1.0,0,0,4.17,6,2,365,0,14,0,0,42,0.2538095238095238,,79,0.0,,,1,95.0
456,other,Entire home/apt,12,6.0,6.0,6.0,37.96695,23.72402,within an hour,1.0,1.0,1,1,4.88,69,1,1125,1,19,0,0,48,0.7833333333333333,,76,0.0,,,1,670.0
457,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.96302,23.72502,within an hour,0.99,1.0,0,1,4.69,160,1,1125,1,19,0,0,14,0.14226190476190476,,133,0.2857142857142857,62.473684210526315,5.868421052631579,1,60.0
458,rental_unit,Entire home/apt,2,1.0,1.0,,37.99602,23.72592,within an hour,1.0,0.99,0,1,4.71,185,3,59,1,16,0,0,10,0.17250000000000001,0.014718614718614714,98,0.15306122448979592,35.13333333333333,7.933333333333334,1,50.0
459,other,Entire home/apt,4,1.0,1.0,2.0,37.97728,23.72803,within an hour,1.0,1.0,,1,4.73,152,2,365,0,21,1,0,30,0.2817460317460318,,115,0.19130434782608696,63.81818181818182,5.454545454545454,1,235.0
460,rental_unit,Entire home/apt,2,1.0,1.0,2.0,37.971008797606544,23.72910987585783,within an hour,1.0,1.0,0,1,4.88,76,2,1125,1,19,0,0,36,0.3896103896103897,-0.025,108,0.17592592592592593,68.57894736842105,8.210526315789474,1,80.0
461,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.99057,23.72408,within an hour,1.0,1.0,0,1,4.82,71,2,60,1,11,0,0,30,0.4840530303030303,,93,0.13978494623655913,57.23076923076923,6.076923076923077,1,75.0
462,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.96048,23.73469,within an hour,1.0,1.0,0,1,4.78,23,2,365,1,-1,0,0,46,0.27954545454545454,0.08333333333333333,77,0.07792207792207792,62.166666666666664,9.0,1,140.0
463,rental_unit,Entire home/apt,3,1.0,1.0,1.0,37.99085,23.72363,within an hour,1.0,1.0,0,1,4.86,88,2,60,1,11,0,0,27,0.4840530303030303,,107,0.07476635514018691,94.0,5.5,1,80.0
464,condo,Entire home/apt,5,2.0,2.0,3.0,37.98735,23.7646,within an hour,1.0,1.0,0,1,4.7,96,2,365,1,0,0,0,37,0.3207300275482094,,90,0.16666666666666666,76.53333333333333,9.533333333333333,1,185.0
465,condo,Entire home/apt,4,1.5,1.0,,37.97615,23.75158,within an hour,1.0,0.99,0,1,4.56,32,2,365,1,1,0,0,36,0.18482142857142855,,80,0.025,35.0,12.0,1,190.0
466,other,Entire home/apt,2,1.0,1.0,1.0,37.97704,23.72467,within a few hours,1.0,1.0,0,1,4.8,15,2,365,1,21,1,0,39,0.34791666666666665,0.35,91,0.0,,,1,115.0
467,rental_unit,Entire home/apt,5,1.0,2.0,3.0,38.00213,23.73585,within an hour,1.0,1.0,0,1,4.67,21,1,1125,1,6,0,0,45,0.3170454545454546,0.21904761904761902,88,0.022727272727272728,33.5,10.0,1,130.0
468,condo,Entire home/apt,3,1.0,1.0,1.0,37.95867,23.73001,,,,0,0,4.87,15,3,365,0,-1,0,0,43,0.08055555555555556,0.11666666666666665,90,0.06666666666666667,63.5,10.166666666666666,1,105.0
469,condo,Entire home/apt,5,1.0,2.0,3.0,37.983322,23.723213,,,1.0,0,1,4.51,114,3,365,1,20,0,0,39,0.25833333333333336,,79,0.13924050632911392,36.27272727272727,5.363636363636363,1,95.0
470,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.9894,23.76402,within an hour,1.0,1.0,1,1,4.96,51,2,500,0,0,0,0,37,0.30992063492063493,,109,0.045871559633027525,88.4,8.4,1,155.0
471,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.98347,23.76071,within an hour,1.0,0.98,1,1,4.4,5,2,1125,1,0,0,0,23,0.0,,78,0.0,,,1,155.0
472,hotel,Private room,2,1.5,1.0,1.0,37.97883,23.7202,,,1.0,0,1,,0,1,1125,1,21,0,1,35,-0.03333333333333333,,84,0.0,,,1,60.0
473,hotel,Private room,4,1.5,1.0,1.0,37.97967,23.71949,,,1.0,0,1,,0,1,1125,1,21,0,1,34,0.0,,65,0.0,,,1,155.0
474,other,Entire home/apt,2,1.0,1.0,1.0,37.97651,23.72987,,,1.0,0,1,4.6,15,1,365,0,21,0,0,18,0.3444444444444445,,90,0.011111111111111112,19.0,5.0,1,115.0
475,condo,Entire home/apt,6,1.5,2.0,4.0,37.986717,23.766802,within an hour,1.0,1.0,,1,4.67,12,2,30,1,-1,0,0,46,0.05250000000000001,0.13690476190476192,88,0.045454545454545456,91.0,4.5,1,240.0
476,hotel,Private room,4,1.5,1.0,2.0,37.97922,23.71984,,,1.0,0,1,5.0,1,1,1125,1,21,0,1,34,0.028571428571428567,,77,0.0,,,1,115.0
